Código Departamento,stateProvince,Código Municipio,county,Código Centro poblado,municipality,tipo Centro poblado,decimalLatitude,decimalLongitude,SPCM,SPC
05,Antioquia,05001,Medellín,05001000,Medellín,Cabecera Municipal,5.610109776103298,-74.886816625,Antioquia Medellín Medellín,Antioquia Medellín
05,Antioquia,05001,Medellín,05001001,Palmitas,Cabecera Corregimiento Municipal,6.34334089347,-75.6900389693,Antioquia Medellín Palmitas,Antioquia Medellín
05,Antioquia,05001,Medellín,05001004,Santa Elena,Cabecera Corregimiento Municipal,6.20971787918,-75.5019143923,Antioquia Medellín Santa Elena,Antioquia Medellín
05,Antioquia,05001,Medellín,05001009,Altavista,Cabecera Corregimiento Municipal,6.22314994282,-75.628555609,Antioquia Medellín Altavista,Antioquia Medellín
05,Antioquia,05001,Medellín,05001010,Aguas Frías,Cabecera Corregimiento Municipal,6.23266500838,-75.6352605737,Antioquia Medellín Aguas Frías,Antioquia Medellín
05,Antioquia,05001,Medellín,05001012,La Loma,Centro Poblado,6.26890954844,-75.6297502396,Antioquia Medellín La Loma,Antioquia Medellín
05,Antioquia,05001,Medellín,05001013,San José del Manzanillo,Centro Poblado,6.20599238274,-75.613253719,Antioquia Medellín San José del Manzanillo,Antioquia Medellín
05,Antioquia,05001,Medellín,05001014,Barro Blanco,Centro Poblado,6.23524475774,-75.4775274764,Antioquia Medellín Barro Blanco,Antioquia Medellín
05,Antioquia,05001,Medellín,05001015,El Cerro,Centro Poblado,6.20203052919,-75.4910410078,Antioquia Medellín El Cerro,Antioquia Medellín
05,Antioquia,05001,Medellín,05001017,El Patio,Centro Poblado,6.27784054391,-75.6511104566,Antioquia Medellín El Patio,Antioquia Medellín
05,Antioquia,05001,Medellín,05001018,El Placer,Centro Poblado,6.22476175005,-75.493016447,Antioquia Medellín El Placer,Antioquia Medellín
05,Antioquia,05001,Medellín,05001019,El Plan,Centro Poblado,6.20435940546,-75.5183703508,Antioquia Medellín El Plan,Antioquia Medellín
05,Antioquia,05001,Medellín,05001022,La Aldea,Centro Poblado,6.34289130619,-75.7031636573,Antioquia Medellín La Aldea,Antioquia Medellín
05,Antioquia,05001,Medellín,05001023,La Cuchilla,Centro Poblado,6.29351349325,-75.6535601037,Antioquia Medellín La Cuchilla,Antioquia Medellín
05,Antioquia,05001,Medellín,05001025,La Palma,Centro Poblado,6.27340609841,-75.6480765037,Antioquia Medellín La Palma,Antioquia Medellín
05,Antioquia,05001,Medellín,05001027,Las Playas,Centro Poblado,6.28445573385,-75.6493034281,Antioquia Medellín Las Playas,Antioquia Medellín
05,Antioquia,05001,Medellín,05001029,Piedra Gorda,Centro Poblado,6.23489110834,-75.4981843876,Antioquia Medellín Piedra Gorda,Antioquia Medellín
05,Antioquia,05001,Medellín,05001031,Potrerito,Centro Poblado,6.18307584128,-75.6679063363,Antioquia Medellín Potrerito,Antioquia Medellín
05,Antioquia,05001,Medellín,05001032,Travesías,Centro Poblado,6.28703564688,-75.643112773,Antioquia Medellín Travesías,Antioquia Medellín
05,Antioquia,05001,Medellín,05001033,Urquita,Centro Poblado,6.369324039,-75.701451414,Antioquia Medellín Urquita,Antioquia Medellín
05,Antioquia,05001,Medellín,05001035,Boquerón,Centro Poblado,6.31586755554,-75.6578507638,Antioquia Medellín Boquerón,Antioquia Medellín
05,Antioquia,05001,Medellín,05001039,El Llano 1,Centro Poblado,6.29450590412,-75.6494921616,Antioquia Medellín El Llano 1,Antioquia Medellín
05,Antioquia,05001,Medellín,05001040,El Llano,Centro Poblado,6.198305504,-75.5033218943,Antioquia Medellín El Llano,Antioquia Medellín
05,Antioquia,05001,Medellín,05001048,La Verde,Centro Poblado,6.18995760826,-75.6390036987,Antioquia Medellín La Verde,Antioquia Medellín
05,Antioquia,05001,Medellín,05001052,Matasano,Centro Poblado,6.2588623729,-75.4935775142,Antioquia Medellín Matasano,Antioquia Medellín
05,Antioquia,05001,Medellín,05001054,Matasano 2,Centro Poblado,6.26734833706,-75.5054370152,Antioquia Medellín Matasano 2,Antioquia Medellín
05,Antioquia,05001,Medellín,05001055,Mazo,Centro Poblado,6.24831991104,-75.4987233702,Antioquia Medellín Mazo,Antioquia Medellín
05,Antioquia,05001,Medellín,05001057,Media Luna,Centro Poblado,6.24024756757,-75.5160019367,Antioquia Medellín Media Luna,Antioquia Medellín
05,Antioquia,05001,Medellín,05001066,Las Camelias,Centro Poblado,6.19672936207,-75.6433773563,Antioquia Medellín Las Camelias,Antioquia Medellín
05,Antioquia,05002,Abejorral,05002000,Abejorral,Cabecera Municipal,5.78930448541,-75.4287380971,Antioquia Abejorral Abejorral,Antioquia Abejorral
05,Antioquia,05002,Abejorral,05002002,Pantanillo,Cabecera Corregimiento Municipal,5.73025195746,-75.4907772798,Antioquia Abejorral Pantanillo,Antioquia Abejorral
05,Antioquia,05002,Abejorral,05002004,Naranjal - Las Fondas,Caserío,5.76341111153,-75.5141698055,Antioquia Abejorral Naranjal - Las Fondas,Antioquia Abejorral
05,Antioquia,05002,Abejorral,05002016,Las Canoas,Centro Poblado,5.7821878371,-75.4290709182,Antioquia Abejorral Las Canoas,Antioquia Abejorral
05,Antioquia,05004,Abriaquí,05004000,Abriaquí,Cabecera Municipal,6.63180645181,-76.0647034585,Antioquia Abriaquí Abriaquí,Antioquia Abriaquí
05,Antioquia,05004,Abriaquí,05004003,Potreros Sector 1,Caserío,6.67447971816,-76.0893929091,Antioquia Abriaquí Potreros Sector 1,Antioquia Abriaquí
05,Antioquia,05021,Alejandría,05021000,Alejandría,Cabecera Municipal,6.37606567589,-75.1413329006,Antioquia Alejandría Alejandría,Antioquia Alejandría
05,Antioquia,05030,Amagá,05030000,Amagá,Cabecera Municipal,6.03880857536,-75.7019460715,Antioquia Amagá Amagá,Antioquia Amagá
05,Antioquia,05030,Amagá,05030001,Camilo C,Centro Poblado,6.02667314615,-75.6984879911,Antioquia Amagá Camilo C,Antioquia Amagá
05,Antioquia,05030,Amagá,05030003,La Clarita,Centro Poblado,6.06889191673,-75.6996511257,Antioquia Amagá La Clarita,Antioquia Amagá
05,Antioquia,05030,Amagá,05030004,La Ferreira,Caserío,6.06338699202,-75.7092743132,Antioquia Amagá La Ferreira,Antioquia Amagá
05,Antioquia,05030,Amagá,05030005,La Gualí,Caserío,6.05736756336,-75.7068700899,Antioquia Amagá La Gualí,Antioquia Amagá
05,Antioquia,05030,Amagá,05030006,Piedecuesta,Caserío,6.04999176281,-75.693460235,Antioquia Amagá Piedecuesta,Antioquia Amagá
05,Antioquia,05030,Amagá,05030011,Minas,Centro Poblado,6.07757277836,-75.7011447836,Antioquia Amagá Minas,Antioquia Amagá
05,Antioquia,05030,Amagá,05030012,Camilo C - Alto de la Virgen,Cabecera Corregimiento Municipal,6.02729109281,-75.7031061978,Antioquia Amagá Camilo C - Alto de la Virgen,Antioquia Amagá
05,Antioquia,05030,Amagá,05030013,Piedecuesta - Mani de Las Casas,Caserío,6.05500619998,-75.6939254282,Antioquia Amagá Piedecuesta - Mani de Las Casas,Antioquia Amagá
05,Antioquia,05031,Amalfi,05031000,Amalfi,Cabecera Municipal,6.91230472638,-75.0825242787,Antioquia Amalfi Amalfi,Antioquia Amalfi
05,Antioquia,05031,Amalfi,05031004,Portachuelo,Centro Poblado,6.80167792899,-74.92644973,Antioquia Amalfi Portachuelo,Antioquia Amalfi
05,Antioquia,05034,Andes,05034000,Andes,Cabecera Municipal,5.65677485248,-75.8787918873,Antioquia Andes Andes,Antioquia Andes
05,Antioquia,05034,Andes,05034001,Buenos Aires,Cabecera Corregimiento Municipal,5.68285462254,-75.8355556903,Antioquia Andes Buenos Aires,Antioquia Andes
05,Antioquia,05034,Andes,05034003,San José,Cabecera Corregimiento Municipal,5.73608944697,-75.8703552807,Antioquia Andes San José,Antioquia Andes
05,Antioquia,05034,Andes,05034006,Santa Rita,Cabecera Corregimiento Municipal,5.61261866342,-75.9173376495,Antioquia Andes Santa Rita,Antioquia Andes
05,Antioquia,05034,Andes,05034007,Tapartó,Cabecera Corregimiento Municipal,5.70092904594,-75.9650550585,Antioquia Andes Tapartó,Antioquia Andes
05,Antioquia,05034,Andes,05034012,Santa Inés,Cabecera Corregimiento Municipal,5.56385121946,-75.8999038798,Antioquia Andes Santa Inés,Antioquia Andes
05,Antioquia,05034,Andes,05034014,San Bartolo,Centro Poblado,5.63761512544,-75.8534178162,Antioquia Andes San Bartolo,Antioquia Andes
05,Antioquia,05034,Andes,05034015,La Chaparrala - la Unión,Cabecera Corregimiento Municipal,5.65284805539,-75.924471304,Antioquia Andes La Chaparrala - la Unión,Antioquia Andes
05,Antioquia,05036,Angelópolis,05036000,Angelópolis,Cabecera Municipal,6.10961436831,-75.7113511436,Antioquia Angelópolis Angelópolis,Antioquia Angelópolis
05,Antioquia,05036,Angelópolis,05036001,La Estación,Cabecera Corregimiento Municipal,6.08454690661,-75.7034161311,Antioquia Angelópolis La Estación,Antioquia Angelópolis
05,Antioquia,05036,Angelópolis,05036006,Santa Rita,Caserío,6.0994168621,-75.709746272,Antioquia Angelópolis Santa Rita,Antioquia Angelópolis
05,Antioquia,05036,Angelópolis,05036011,Cienaguita,Caserío,6.11902694624,-75.7488255821,Antioquia Angelópolis Cienaguita,Antioquia Angelópolis
05,Antioquia,05038,Angostura,05038000,Angostura,Cabecera Municipal,6.88517459133,-75.3351159651,Antioquia Angostura Angostura,Antioquia Angostura
05,Antioquia,05038,Angostura,05038008,Llanos de Cuiba,Cabecera Corregimiento Municipal,6.81297496702,-75.487458974,Antioquia Angostura Llanos de Cuiba,Antioquia Angostura
05,Antioquia,05040,Anorí,05040000,Anorí,Cabecera Municipal,7.07470766852,-75.1483484246,Antioquia Anorí Anorí,Antioquia Anorí
05,Antioquia,05040,Anorí,05040002,Liberia,Cabecera Corregimiento Municipal,7.381643021,-74.998853178,Antioquia Anorí Liberia,Antioquia Anorí
05,Antioquia,05040,Anorí,05040003,Montefrío,Cabecera Corregimiento Municipal,6.952197947,-75.143351483,Antioquia Anorí Montefrío,Antioquia Anorí
05,Antioquia,05042,Santa Fé de Antioquia,05042000,Santa Fé de Antioquia,Cabecera Municipal,6.55653329637,-75.827079071,Antioquia Santa Fé de Antioquia Santa Fé de Antioquia,Antioquia Santa Fé de Antioquia
05,Antioquia,05042,Santa Fé de Antioquia,05042002,Laureles,Caserío,6.49091896584,-75.9479747296,Antioquia Santa Fé de Antioquia Laureles,Antioquia Santa Fé de Antioquia
05,Antioquia,05042,Santa Fé de Antioquia,05042006,El Pescado,Cabecera Inspección De Policía,6.49507830062,-75.9098292008,Antioquia Santa Fé de Antioquia El Pescado,Antioquia Santa Fé de Antioquia
05,Antioquia,05042,Santa Fé de Antioquia,05042007,Sabanas,Cabecera Corregimiento Municipal,6.46126331415,-75.9123590719,Antioquia Santa Fé de Antioquia Sabanas,Antioquia Santa Fé de Antioquia
05,Antioquia,05042,Santa Fé de Antioquia,05042008,Kilometro 2,Caserío,6.56042104939,-75.8464408919,Antioquia Santa Fé de Antioquia Kilometro 2,Antioquia Santa Fé de Antioquia
05,Antioquia,05042,Santa Fé de Antioquia,05042009,Paso Real,Caserío,6.51518608397,-75.8182159051,Antioquia Santa Fé de Antioquia Paso Real,Antioquia Santa Fé de Antioquia
05,Antioquia,05044,Anzá,05044000,Anzá,Cabecera Municipal,6.3026583592,-75.8544415828,Antioquia Anzá Anzá,Antioquia Anzá
05,Antioquia,05044,Anzá,05044001,Guintar,Cabecera Corregimiento Municipal,6.30209016393,-75.9561321651,Antioquia Anzá Guintar,Antioquia Anzá
05,Antioquia,05044,Anzá,05044005,La Cejita,Cabecera Inspección De Policía,6.32675681847,-75.9109909549,Antioquia Anzá La Cejita,Antioquia Anzá
05,Antioquia,05044,Anzá,05044006,La Higuina,Cabecera Inspección De Policía,6.36751006824,-75.8514093234,Antioquia Anzá La Higuina,Antioquia Anzá
05,Antioquia,05045,Apartadó,05045000,Apartadó,Cabecera Municipal,7.88341740579,-76.6259606537,Antioquia Apartadó Apartadó,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045001,San José de Apartadó,Cabecera Corregimiento Municipal,7.88380306836,-76.5624447274,Antioquia Apartadó San José de Apartadó,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045002,Churidó,Cabecera Corregimiento Municipal,7.86456501666,-76.6688374609,Antioquia Apartadó Churidó,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045003,Zungo Carretera,Centro Poblado,7.82373642979,-76.6489650436,Antioquia Apartadó Zungo Carretera,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045007,Los Naranjales,Cabecera Corregimiento Municipal,7.819320744,-76.713230006,Antioquia Apartadó Los Naranjales,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045008,Vijagual,Centro Poblado,7.79008479438,-76.6583873189,Antioquia Apartadó Vijagual,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045009,El Reposo,Cabecera Corregimiento Municipal,7.79943327672,-76.6538557646,Antioquia Apartadó El Reposo,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045010,Bajo del Oso,Centro Poblado,7.91005909925,-76.6252999865,Antioquia Apartadó Bajo del Oso,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045011,El Salvador,Cabecera Corregimiento Municipal,7.87770732234,-76.6487459634,Antioquia Apartadó El Salvador,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045014,Puerto Girón,Centro Poblado,7.90564023451,-76.7370825341,Antioquia Apartadó Puerto Girón,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045015,Loma Verde,Centro Poblado,7.82398630552,-76.6436072471,Antioquia Apartadó Loma Verde,Antioquia Apartadó
05,Antioquia,05045,Apartadó,05045016,San Pablo,Centro Poblado,7.89786526177,-76.7147019715,Antioquia Apartadó San Pablo,Antioquia Apartadó
05,Antioquia,05051,Arboletes,05051000,Arboletes,Cabecera Municipal,8.85056773431,-76.4270567981,Antioquia Arboletes Arboletes,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051001,Buenos Aires,Cabecera Corregimiento Municipal,8.61124579646,-76.2826475194,Antioquia Arboletes Buenos Aires,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051003,El Carmelo,Cabecera Corregimiento Municipal,8.61641933089,-76.3817990637,Antioquia Arboletes El Carmelo,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051005,Las Naranjitas,Cabecera Corregimiento Municipal,8.52928773564,-76.3334527372,Antioquia Arboletes Las Naranjitas,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051008,El Yeso,Caserío,8.61627732614,-76.4764786931,Antioquia Arboletes El Yeso,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051009,La Trinidad,Cabecera Corregimiento Municipal,8.62477646626,-76.5089266876,Antioquia Arboletes La Trinidad,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051010,Las Platas (santafé),Cabecera Inspección De Policía,8.58092238106,-76.4404874624,Antioquia Arboletes Las Platas (santafé),Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051011,La Candelaria,Cabecera Corregimiento Municipal,8.65652686292,-76.4502320512,Antioquia Arboletes La Candelaria,Antioquia Arboletes
05,Antioquia,05051,Arboletes,05051014,El Guadual,Caserío,8.48673633641,-76.3845354677,Antioquia Arboletes El Guadual,Antioquia Arboletes
05,Antioquia,05055,Argelia,05055000,Argelia,Cabecera Municipal,5.7306718788,-75.1417414563,Antioquia Argelia Argelia,Antioquia Argelia
05,Antioquia,05059,Armenia,05059000,Armenia,Cabecera Municipal,6.15581872915,-75.7868378278,Antioquia Armenia Armenia,Antioquia Armenia
05,Antioquia,05059,Armenia,05059001,La Herradura,Cabecera Corregimiento Municipal,6.1465857989,-75.8066512909,Antioquia Armenia La Herradura,Antioquia Armenia
05,Antioquia,05059,Armenia,05059003,El Socorro,Caserío,6.14617635016,-75.7851220562,Antioquia Armenia El Socorro,Antioquia Armenia
05,Antioquia,05059,Armenia,05059006,Filo Seco,Centro Poblado,6.14261642881,-75.811939336,Antioquia Armenia Filo Seco,Antioquia Armenia
05,Antioquia,05059,Armenia,05059009,Palmichal,Centro Poblado,6.15953192286,-75.8067153775,Antioquia Armenia Palmichal,Antioquia Armenia
05,Antioquia,05079,Barbosa,05079000,Barbosa,Cabecera Municipal,6.43922688162,-75.3316442322,Antioquia Barbosa Barbosa,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079001,Hatillo,Cabecera Corregimiento Municipal,6.41017259219,-75.392108211,Antioquia Barbosa Hatillo,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079005,Platanito,Centro Poblado,6.40518065786,-75.4068637242,Antioquia Barbosa Platanito,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079008,Isaza,Centro Poblado,6.42016770687,-75.3621014316,Antioquia Barbosa Isaza,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079014,Popalito,Cabecera Corregimiento Municipal,6.47284978729,-75.2842746674,Antioquia Barbosa Popalito,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079016,Yarumito,Centro Poblado,6.45745734908,-75.3037338606,Antioquia Barbosa Yarumito,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079017,Tablazo - Hatillo,Centro Poblado,6.41886487701,-75.4133051822,Antioquia Barbosa Tablazo - Hatillo,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079018,El Paraiso,Centro Poblado,6.41314210862,-75.4148658306,Antioquia Barbosa El Paraiso,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079019,El Saladito,Centro Poblado,6.4073484053,-75.4018448929,Antioquia Barbosa El Saladito,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079020,Lomita 1,Centro Poblado,6.41825000334,-75.4069859402,Antioquia Barbosa Lomita 1,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079021,Lomita 2,Centro Poblado,6.41572765141,-75.4077730359,Antioquia Barbosa Lomita 2,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079022,La Primavera,Centro Poblado,6.41374923374,-75.4063639314,Antioquia Barbosa La Primavera,Antioquia Barbosa
05,Antioquia,05079,Barbosa,05079023,Tamborcito,Centro Poblado,6.45162296493,-75.3118172487,Antioquia Barbosa Tamborcito,Antioquia Barbosa
05,Antioquia,05086,Belmira,05086000,Belmira,Cabecera Municipal,6.60615950206,-75.6673741337,Antioquia Belmira Belmira,Antioquia Belmira
05,Antioquia,05086,Belmira,05086001,Labores,Cabecera Corregimiento Municipal,6.70979827577,-75.6125074885,Antioquia Belmira Labores,Antioquia Belmira
05,Antioquia,05086,Belmira,05086003,Río Arriba,Centro Poblado,6.61333788434,-75.6718134409,Antioquia Belmira Río Arriba,Antioquia Belmira
05,Antioquia,05088,Bello,05088000,Bello,Cabecera Municipal,6.33406883641,-75.554665073,Antioquia Bello Bello,Antioquia Bello
05,Antioquia,05088,Bello,05088008,Potrerito,Caserío,6.3312888548,-75.581125268,Antioquia Bello Potrerito,Antioquia Bello
05,Antioquia,05088,Bello,05088013,San Félix,Cabecera Corregimiento Municipal,6.34050176165,-75.6084047301,Antioquia Bello San Félix,Antioquia Bello
05,Antioquia,05088,Bello,05088018,El Pinar,Centro Poblado,6.30109156213,-75.5300875134,Antioquia Bello El Pinar,Antioquia Bello
05,Antioquia,05088,Bello,05088020,El Albergue,Centro Poblado,6.30706186441,-75.5364638929,Antioquia Bello El Albergue,Antioquia Bello
05,Antioquia,05088,Bello,05088022,La China,Centro Poblado,6.39812777328,-75.6147136307,Antioquia Bello La China,Antioquia Bello
05,Antioquia,05088,Bello,05088023,La Unión,Centro Poblado,6.38243035338,-75.6212252215,Antioquia Bello La Unión,Antioquia Bello
05,Antioquia,05091,Betania,05091000,Betania,Cabecera Municipal,5.74474717984,-75.97554408,Antioquia Betania Betania,Antioquia Betania
05,Antioquia,05091,Betania,05091003,San Luis,Centro Poblado,5.75350036855,-75.9864233146,Antioquia Betania San Luis,Antioquia Betania
05,Antioquia,05093,Betulia,05093000,Betulia,Cabecera Municipal,6.11525559427,-75.9845158732,Antioquia Betulia Betulia,Antioquia Betulia
05,Antioquia,05093,Betulia,05093001,Altamira,Cabecera Corregimiento Municipal,6.21965697959,-75.94924713,Antioquia Betulia Altamira,Antioquia Betulia
05,Antioquia,05101,Ciudad Bolívar,05101000,Ciudad Bolívar,Cabecera Municipal,5.85027323212,-76.021509205,Antioquia Ciudad Bolívar Ciudad Bolívar,Antioquia Ciudad Bolívar
05,Antioquia,05101,Ciudad Bolívar,05101002,San Bernardo de Los Farallones,Cabecera Corregimiento Municipal,5.79989811601,-76.0293877023,Antioquia Ciudad Bolívar San Bernardo de Los Farallones,Antioquia Ciudad Bolívar
05,Antioquia,05101,Ciudad Bolívar,05101006,Alfonso López (san Gregorio),Cabecera Corregimiento Municipal,5.89561434183,-75.9570605541,Antioquia Ciudad Bolívar Alfonso López (san Gregorio),Antioquia Ciudad Bolívar
05,Antioquia,05101,Ciudad Bolívar,05101008,Villa Alegría,Centro Poblado,5.78320520416,-76.0135914757,Antioquia Ciudad Bolívar Villa Alegría,Antioquia Ciudad Bolívar
05,Antioquia,05101,Ciudad Bolívar,05101010,El Cabrero - Bolívar Arriba,Centro Poblado,5.86598282705,-76.0356529552,Antioquia Ciudad Bolívar El Cabrero - Bolívar Arriba,Antioquia Ciudad Bolívar
05,Antioquia,05107,Briceño,05107000,Briceño,Cabecera Municipal,7.11488294739,-75.5481302168,Antioquia Briceño Briceño,Antioquia Briceño
05,Antioquia,05107,Briceño,05107001,Berlín (pueblo Nuevo),Cabecera Corregimiento Municipal,7.1075897064,-75.6259322731,Antioquia Briceño Berlín (pueblo Nuevo),Antioquia Briceño
05,Antioquia,05107,Briceño,05107002,El Roblal,Cabecera Inspección De Policía,7.13765263676,-75.5867746328,Antioquia Briceño El Roblal,Antioquia Briceño
05,Antioquia,05107,Briceño,05107003,Las Auras,Cabecera Corregimiento Municipal,7.19378938637,-75.5152167081,Antioquia Briceño Las Auras,Antioquia Briceño
05,Antioquia,05107,Briceño,05107004,Travesias,Caserío,7.13397153806,-75.5717698537,Antioquia Briceño Travesias,Antioquia Briceño
05,Antioquia,05113,Buriticá,05113000,Buriticá,Cabecera Municipal,6.71973517464,-75.9075347298,Antioquia Buriticá Buriticá,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113001,El Naranjo,Cabecera Inspección De Policía,6.689040758,-75.901888713,Antioquia Buriticá El Naranjo,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113002,Guarco,Cabecera Inspección De Policía,6.727221032,-75.941717852,Antioquia Buriticá Guarco,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113003,Tabacal,Cabecera Corregimiento Municipal,6.80592692169,-75.9144993882,Antioquia Buriticá Tabacal,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113004,Llanos de Urarco,Cabecera Corregimiento Municipal,6.910787259,-75.916960544,Antioquia Buriticá Llanos de Urarco,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113005,La Angelina,Cabecera Inspección De Policía,6.694492845,-75.847999474,Antioquia Buriticá La Angelina,Antioquia Buriticá
05,Antioquia,05113,Buriticá,05113008,La Mariela,Caserío,6.72691952572,-75.9065102474,Antioquia Buriticá La Mariela,Antioquia Buriticá
05,Antioquia,05120,Cáceres,05120000,Cáceres,Cabecera Municipal,7.5783154508,-75.3523574868,Antioquia Cáceres Cáceres,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120002,El Jardín (tamaná),Cabecera Corregimiento Municipal,7.75477357524,-75.2538883049,Antioquia Cáceres El Jardín (tamaná),Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120003,Guarumo,Cabecera Corregimiento Municipal,7.85276184828,-75.2096642098,Antioquia Cáceres Guarumo,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120004,Manizales,Cabecera Corregimiento Municipal,7.8368375609,-75.4143614377,Antioquia Cáceres Manizales,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120006,Puerto Bélgica,Cabecera Corregimiento Municipal,7.66508238984,-75.2846702792,Antioquia Cáceres Puerto Bélgica,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120010,Piamonte,Cabecera Corregimiento Municipal,7.78287704474,-75.2055840622,Antioquia Cáceres Piamonte,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120012,Río Man,Caserío,7.94445003134,-75.2081025614,Antioquia Cáceres Río Man,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120013,Las Pampas,Caserío,7.71556361877,-75.2725297859,Antioquia Cáceres Las Pampas,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120014,Nicaragua,Caserío,7.73458165582,-75.3838515785,Antioquia Cáceres Nicaragua,Antioquia Cáceres
05,Antioquia,05120,Cáceres,05120015,Puerto Santo,Caserío,7.80128802053,-75.2045765724,Antioquia Cáceres Puerto Santo,Antioquia Cáceres
05,Antioquia,05125,Caicedo,05125000,Caicedo,Cabecera Municipal,6.40556700301,-75.9828188939,Antioquia Caicedo Caicedo,Antioquia Caicedo
05,Antioquia,05129,Caldas,05129000,Caldas,Cabecera Municipal,6.09129696608,-75.6336187219,Antioquia Caldas Caldas,Antioquia Caldas
05,Antioquia,05129,Caldas,05129001,El Caño,Centro Poblado,6.10770619309,-75.640528948,Antioquia Caldas El Caño,Antioquia Caldas
05,Antioquia,05129,Caldas,05129002,La Raya,Centro Poblado,6.11043606447,-75.6399134358,Antioquia Caldas La Raya,Antioquia Caldas
05,Antioquia,05129,Caldas,05129004,La Miel,Centro Poblado,6.10258685,-75.6222369444,Antioquia Caldas La Miel,Antioquia Caldas
05,Antioquia,05129,Caldas,05129007,El Raizal,Centro Poblado,6.08769873271,-75.6451528311,Antioquia Caldas El Raizal,Antioquia Caldas
05,Antioquia,05129,Caldas,05129008,La Clara,Centro Poblado,6.04792038672,-75.6198293325,Antioquia Caldas La Clara,Antioquia Caldas
05,Antioquia,05129,Caldas,05129009,La Quiebra,Centro Poblado,6.06026217616,-75.6482705415,Antioquia Caldas La Quiebra,Antioquia Caldas
05,Antioquia,05129,Caldas,05129010,La Salada Parte Baja,Centro Poblado,6.0498416165,-75.6245995192,Antioquia Caldas La Salada Parte Baja,Antioquia Caldas
05,Antioquia,05129,Caldas,05129011,La Tolva,Centro Poblado,6.05941402823,-75.6379218808,Antioquia Caldas La Tolva,Antioquia Caldas
05,Antioquia,05129,Caldas,05129012,La Valeria,Centro Poblado,6.09338165304,-75.6479884358,Antioquia Caldas La Valeria,Antioquia Caldas
05,Antioquia,05129,Caldas,05129013,La Aguacatala,Centro Poblado,6.10349372815,-75.6431541427,Antioquia Caldas La Aguacatala,Antioquia Caldas
05,Antioquia,05129,Caldas,05129014,La Corralita,Centro Poblado,6.088287966,-75.620975886,Antioquia Caldas La Corralita,Antioquia Caldas
05,Antioquia,05129,Caldas,05129015,La Chuscala,Centro Poblado,6.08288389018,-75.6395789347,Antioquia Caldas La Chuscala,Antioquia Caldas
05,Antioquia,05129,Caldas,05129016,Salinas,Centro Poblado,6.05583462217,-75.6601853049,Antioquia Caldas Salinas,Antioquia Caldas
05,Antioquia,05134,Campamento,05134000,Campamento,Cabecera Municipal,6.97977768219,-75.2980884258,Antioquia Campamento Campamento,Antioquia Campamento
05,Antioquia,05134,Campamento,05134001,La Chiquita,Cabecera Inspección De Policía,6.97157995705,-75.2636829994,Antioquia Campamento La Chiquita,Antioquia Campamento
05,Antioquia,05134,Campamento,05134002,La Solita,Caserío,7.05852549156,-75.2772616795,Antioquia Campamento La Solita,Antioquia Campamento
05,Antioquia,05134,Campamento,05134003,Llanadas,Caserío,7.03903631767,-75.2724345378,Antioquia Campamento Llanadas,Antioquia Campamento
